,Book-Author,Book-Title,Title-Substring,ISBN
10048,graham chapman,"the complete monty python's flying circus : all the words , volume 1",the complete monty python's flying circus,0679726470
15531,graham greene,brighton rock ( essential . penguin s . ),brighton rock,0140274286
5803,graham greene,our man in havana : an entertainment ( twentieth century classics ),our man in havana,0140184937
7165,graham greene,the end of the affair,the end of the affair,0140291091
11108,graham greene,the end of the affair ( twentieth century classics ),the end of the affair,0140184953
5764,graham greene,the power and the glory,the power and the glory,0140017917
9980,graham greene,the power and the glory ( twentieth century classics s . ),the power and the glory,0140184996
5674,graham greene,the quiet american,the quiet american,0142001384
11111,graham greene,the quiet american ( penguin twentieth century classics ),the quiet american,0140185003
6074,graham greene,the third man,the third man,0140286829
2358,graham greene,travels with my aunt ( twentieth century classics ),travels with my aunt,0140185011
11764,graham greene,travels with my aunt,travels with my aunt,0140032215
14162,graham joyce,dark sister,dark sister,0312872542
6368,graham joyce,the tooth fairy,the tooth fairy,0312868332
17444,graham masterton,trauma,trauma,0451205553
10761,graham swift,last orders,last orders,0679766626
12131,graham swift,last orders,last orders,0330345605
17736,graham swift,last orders,last orders,0679412247
4953,graham swift,shuttlecock,shuttlecock,0330353713
6114,grant naylor,better than life ( red dwarf series ),better than life,0451452313
1762,grant naylor,red dwarf,red dwarf,0140124373
17836,grant naylor,red dwarf omnibus,red dwarf omnibus,0140174664
14702,grant naylor,red dwarf : infinity welcomes careful drivers,red dwarf,0451452011
4140,greg bear,blood music,blood music,0743444965
710,greg bear,darwin's radio,darwin's radio,0345435249
4141,greg bear,eon : a novel ( eon ),eon,0812520475
14619,greg bear,moving mars,moving mars,0812524802
2488,greg bear,queen of angels,queen of angels,0446361305
16275,greg bear,songs of earth & power : the infinity concerto and the serpent mage,songs of earth & power,0812536037
8616,greg bear,strength of stones,strength of stones,0743452631
17100,greg bear,the forge of god,the forge of god,0765301075
17930,greg bear,the forge of god,the forge of god,0812524330
8834,greg cox,"q - space ( star trek the next generation , book 47 )",q - space,0671019155
17219,greg cox,assignment : eternity ( star trek : the original series ),assignment,0671001175
5022,greg cox,"q - strike ( star trek the next generation , book 49 )",q - strike,0671019228
17330,greg cox,the eugenics wars vol i : the rise and fall of khan noonien singh ( star trek ),the eugenics wars vol i,0743406427
16756,greg cox,the eugenics wars vol . 2 : the rise and fall of khan noonien singh ( star trek ),the eugenics wars vol . 2,0743406443
9298,greg cox,underworld : book 1,underworld,0743480716
7308,greg critser,fat land : how americans became the fattest people in the world,fat land,0618164723
16964,greg egan,distress,distress,0061057274
16678,greg egan,permutation city,permutation city,006105481X
17510,greg egan,quarantine,quarantine,0061054232
4529,greg iles,24 hours,24 hours,0451203593
7369,greg iles,24 hours,24 hours,0399146245
9679,greg iles,black cross,black cross,0451185196
1254,greg iles,dead sleep,dead sleep,0399147357
2937,greg iles,dead sleep,dead sleep,0451206525
1489,greg iles,mortal fear,mortal fear,0451180410
2918,greg iles,sleep no more,sleep no more,0451208765
13059,greg iles,sleep no more,sleep no more,0399148817
4528,greg iles,spandau phoenix,spandau phoenix,0451179803
2923,greg iles,the footprints of god : a novel,the footprints of god,0743454146
5578,greg iles,the footprints of god : a novel,the footprints of god,0743234693
2461,greg iles,the quiet game,the quiet game,0451180429
4531,greg iles,trapped,trapped,0451207505
8555,greg louganis,breaking the surface,breaking the surface,0679437037
4886,greg manning,"love , greg & lauren","love , greg & lauren",055338189X
10448,greg manning,"love , greg & lauren","love , greg & lauren",0553802976
7228,greg nagan,the five minute iliad other instant classics : great books for the short attention span,the five minute iliad other instant classics,0684867672
190,greg palast,"the best democracy money can buy : the truth about corporate cons , globalization and high - finance fraudsters",the best democracy money can buy,0452283914
5704,gregg hurwitz,do no harm,do no harm,0060008865
8825,gregg hurwitz,do no harm,do no harm,0060008873
17074,gregg kleiner,where river turns to sky,where river turns to sky,0380805596
14759,gregg olsen,"abandoned prayers : the shocking true story of obsession , murder and little boy blue""""",abandoned prayers,0445210761
14388,gregg olsen,"abandoned prayers : the shocking true story of obsession , murder , and 'little boy blue'",abandoned prayers,0312982011
15160,gregg olsen,"bitter almonds : the true story of mothers , daughters , and the seattle cyanide murders",bitter almonds,0312982003
12109,gregory a . boyd,letters from a skeptic : a son wrestles with his father's questions about christianity,letters from a skeptic,1564762440
11823,gregory benford,heart of the comet,heart of the comet,0553258397
17982,gregory benford,the martian race,the martian race,0446526339
10877,gregory benford,timescape,timescape,0553297090
9498,gregory godek,1001 ways to be romantic,1001 ways to be romantic,0962980307
9867,gregory j . p . godek,the lover's companion : romantic inspiration & creative ideas,the lover's companion,1570715165
6913,gregory maguire,confessions of an ugly stepsister,confessions of an ugly stepsister,0060392827
2112,gregory maguire,confessions of an ugly stepsister : a novel,confessions of an ugly stepsister,0060987529
4740,gregory maguire,lost,lost,0060393823
4429,gregory maguire,lost : a novel,lost,0060988649
5037,gregory maguire,mirror mirror : a novel,mirror mirror,006039384X
2201,gregory maguire,wicked : the life and times of the wicked witch of the west,wicked,0060391448
3457,gregory maguire,wicked musical tie - in edition : the life and times of the wicked witch of the west,wicked musical tie - in edition,0060745908
139,gregory maguire,wicked : the life and times of the wicked witch of the west,wicked,0060987103
7805,gregory mcdonald,fletch,fletch,0380006456
15592,gregory mcdonald,fletch and the man who,fletch and the man who,0446303038
17771,gregory mcdonald,flynn's in,flynn's in,0445200456
7096,gregory stock,the book of questions,the book of questions,0894803204
8546,gregory stock,the book of questions : love & sex,the book of questions,089480619X
11836,gregory stock,the kid's book of questions,the kid's book of questions,0894806319
16226,gregory ward,the internet bride,the internet bride,1552781631
17684,gretchen moran laskas,the midwife's tale,the midwife's tale,0385335512
10568,gretel ehrlich,a match to the heart / one woman's story of being struck by lightning,a match to the heart / one woman's story of being struck by lightning,0140179372
16864,gretel ehrlich,the solace of open spaces,the solace of open spaces,0140081135
8823,guinness,"the guinness book of records 1999 ( guinness book of records , 1999 )",the guinness book of records 1999,0553580752
12043,guinness world records,guinness world records 2002,guinness world records 2002,1892051060
11979,gunter grass,my century : a novel,my century,015100496X
16884,gunter grass,the tin drum ( vintage international ),the tin drum,067972575X
10146,gustave flaubert,madame bovary,madame bovary,1853260789
4129,gustave flaubert,madame bovary,madame bovary,0140449124
12692,gustave flaubert,madame bovary ( bantam classics ),madame bovary,0553213415
2617,gustave flaubert,madame bovary ( classics s . ),madame bovary,0140440151
8356,gustave flaubert,madame bovary ( penguin popular classics ),madame bovary,0140621792
13169,gustave flaubert,madame bovary : life in a country town ( world's classics ),madame bovary,0192815644
15930,gustave flaubert,madame bovary : provincial lives ( penguin classics ),madame bovary,0140445269
16925,gustavus hindman miller,"10 , 000 dreams interpreted : a dictionary of dreams","10 , 000 dreams interpreted",1566196256
9753,guy carlier,nouvelles chroniques tele,nouvelles chroniques tele,2266127896
996,guy de maupassant,une vie,une vie,2253004243
3660,guy gavriel kay,a song for arbonne,a song for arbonne,0451453328
8452,guy gavriel kay,"sailing to sarantium ( sarantine mosaic , book 1 )",sailing to sarantium,0061059900
16887,guy gavriel kay,"the darkest road ( the fionavar tapestry , book 3 )",the darkest road,0451458338
3659,guy gavriel kay,the lions of al - rassan,the lions of al - rassan,0061056219
3661,guy gavriel kay,"the summer tree ( the fionavar tapestry , book 1 )",the summer tree,0451451384
5466,guy gavriel kay,"the summer tree ( the fionavar tapestry , book 1 )",the summer tree,0451458222
15495,guy gavriel kay,"the wandering fire ( the fionavar tapestry , book 2 )",the wandering fire,0451458265
3658,guy gavriel kay,tigana,tigana,0451451155
13976,guy gavriel kay,tigana,tigana,0451457765
17580,guy gavriel kay,tigana ( roc s . ),tigana,0140177043
18009,guy n . smith,witch spell,witch spell,078601427X
17374,guy de maupassant,el horla,el horla,8420646318
3175,gwen gotsch,the womanly art of breastfeeding,the womanly art of breastfeeding,0452279089
4023,gwen hunter,grave concerns ( mira ),grave concerns,0778320065
14921,gwen hunter,prescribed danger ( dr . rhea lynch novels ),prescribed danger,1551669161
8187,gwen macsai,lipshtick,lipshtick,0060191015
16276,gwen shamblin,the weigh down diet,the weigh down diet,0385487622
384,gwyn hyman rubio,icy sparks,icy sparks,0142000205
4060,gwynn rubio,icy sparks,icy sparks,067087311X
14286,h . a . rey,curious george ( curious george ),curious george,0395159938
16068,h . g . wells,la puerta en el muro,la puerta en el muro,8496136426
1361,h . g . wells,the time machine,the time machine,0812505042
17545,h . g . wells,the time machine,the time machine,0441009190
2626,h . g . wells,the time machine ( bantam classics ),the time machine,0553213512
18020,h . g . wells,the time machine ( everyman paperback classics ),the time machine,0460877356
879,h . g . wells,the time machine and the invisible man,the time machine and the invisible man,0451522389
13258,h . g . wells,the war of the worlds,the war of the worlds,0812505158
17131,h . g . wells,the war of the worlds ( a watermill classic ),the war of the worlds,0893753475
13651,h . g . wells,the war of the worlds ( dover thrift editions ),the war of the worlds,0486295060
17231,h . jackson brown,"life's little instruction book ( life's little instruction book , vol 3 )",life's little instruction book,1558533532
35,h . jackson brown,life's little instruction book ( life's little instruction books ( paperback ) ),life's little instruction book,1558531025
1015,h . jackson brown,life's little instruction book ; volume ii,life's little instruction book,1558532161
6954,h . jackson brown,"live and learn and pass it on : people ages 5 to 95 share what they've discovered about life , love , and other good stuff ( live & learn & pass it on )",live and learn and pass it on,1558533311
11493,h . jackson brown,"live and learn and pass it on : people ages 5 to 95 share what they've discovered about life , love , and other good stuff ( live & learn & pass it on )",live and learn and pass it on,1558531564
